,Customer ID,Age,Gender,Category,Purchase Amount (USD),Size,Color,Season,Review Rating,Subscription Status,Payment Method,Discount Applied,Promo Code Used,Previous Purchases,Frequency of Purchases
724,725,37,Male,Clothing,79,XL,Green,Fall,4.7,Yes,Cash,Yes,Yes,36,Every 3 Months
725,726,61,Male,Accessories,61,L,Silver,Winter,3.1,Yes,Cash,Yes,Yes,33,Fortnightly
726,727,32,Male,Clothing,78,L,Yellow,Summer,3.6,Yes,PayPal,Yes,Yes,20,Every 3 Months
727,728,62,Male,Clothing,97,S,Gray,Winter,4.8,Yes,Credit Card,Yes,Yes,37,Every 3 Months
728,729,29,Male,Clothing,78,M,Pink,Winter,3.7,Yes,Debit Card,Yes,Yes,12,Every 3 Months
729,730,41,Male,Accessories,56,L,Beige,Summer,3.2,Yes,Venmo,Yes,Yes,46,Every 3 Months
730,731,48,Male,Footwear,25,M,Indigo,Summer,3.9,Yes,Venmo,Yes,Yes,28,Fortnightly
731,732,43,Male,Outerwear,28,M,Red,Spring,3.5,Yes,Credit Card,Yes,Yes,30,Fortnightly
732,733,34,Male,Clothing,57,L,Blue,Spring,2.8,Yes,Cash,Yes,Yes,28,Bi-Weekly
733,734,45,Male,Clothing,36,L,Cyan,Fall,2.7,Yes,Cash,Yes,Yes,20,Bi-Weekly
734,735,65,Male,Clothing,69,S,Violet,Winter,3.1,Yes,Venmo,Yes,Yes,39,Every 3 Months
735,736,61,Male,Accessories,48,M,Orange,Fall,3.6,Yes,Venmo,Yes,Yes,48,Bi-Weekly
736,737,18,Male,Clothing,58,L,Maroon,Spring,2.9,Yes,Debit Card,Yes,Yes,32,Every 3 Months
737,738,47,Male,Accessories,24,M,Teal,Spring,3.6,Yes,PayPal,Yes,Yes,28,Annually
738,739,56,Male,Accessories,31,L,Orange,Winter,3.5,Yes,Credit Card,Yes,Yes,27,Quarterly
739,740,64,Male,Clothing,29,S,Purple,Summer,3.5,Yes,Cash,Yes,Yes,26,Bi-Weekly
740,741,26,Male,Clothing,69,M,Orange,Summer,2.8,Yes,Bank Transfer,Yes,Yes,22,Fortnightly
741,742,22,Male,Clothing,79,XL,Yellow,Summer,4.7,Yes,Debit Card,Yes,Yes,23,Every 3 Months
742,743,64,Male,Clothing,39,M,Charcoal,Summer,3.1,Yes,Debit Card,Yes,Yes,21,Quarterly
743,744,21,Male,Accessories,84,L,Gray,Fall,4.9,Yes,PayPal,Yes,Yes,36,Weekly
744,745,67,Male,Footwear,66,S,Charcoal,Spring,4.1,Yes,Debit Card,Yes,Yes,42,Bi-Weekly
745,746,46,Male,Clothing,92,L,Orange,Fall,4.7,Yes,Credit Card,Yes,Yes,4,Monthly
746,747,40,Male,Footwear,45,M,Red,Winter,2.5,Yes,Debit Card,Yes,Yes,47,Annually
747,748,51,Male,Clothing,74,L,Gold,Spring,4.4,Yes,Venmo,Yes,Yes,13,Weekly
748,749,35,Male,Accessories,39,L,Brown,Fall,3.9,Yes,Bank Transfer,Yes,Yes,8,Quarterly
749,750,56,Male,Accessories,71,M,Olive,Winter,3.7,Yes,Bank Transfer,Yes,Yes,11,Quarterly
750,751,25,Male,Clothing,95,L,Violet,Fall,3.4,Yes,Bank Transfer,Yes,Yes,5,Annually
751,752,65,Male,Accessories,72,L,Indigo,Fall,4.8,Yes,Credit Card,Yes,Yes,1,Monthly
752,753,39,Male,Accessories,85,L,Yellow,Fall,4.2,Yes,Cash,Yes,Yes,17,Every 3 Months
753,754,47,Male,Footwear,54,M,Teal,Fall,3.4,Yes,Credit Card,Yes,Yes,27,Quarterly
754,755,36,Male,Accessories,41,L,Pink,Spring,2.9,Yes,Cash,Yes,Yes,3,Quarterly
755,756,66,Male,Outerwear,24,M,Violet,Spring,3.3,Yes,Venmo,Yes,Yes,22,Weekly
756,757,62,Male,Accessories,99,S,Orange,Summer,4.8,Yes,Cash,Yes,Yes,24,Fortnightly
757,758,41,Male,Clothing,32,M,Red,Fall,3.8,Yes,Debit Card,Yes,Yes,18,Quarterly
758,759,66,Male,Footwear,71,L,Peach,Summer,4.6,Yes,Bank Transfer,Yes,Yes,39,Every 3 Months
759,760,51,Male,Clothing,49,XL,Green,Winter,2.6,Yes,Bank Transfer,Yes,Yes,25,Fortnightly
760,761,33,Male,Accessories,50,XL,Violet,Fall,3.4,Yes,Credit Card,Yes,Yes,6,Annually
761,762,57,Male,Accessories,91,L,Yellow,Fall,4.2,Yes,Credit Card,Yes,Yes,26,Weekly
762,763,45,Male,Accessories,46,M,Pink,Fall,3.9,Yes,Credit Card,Yes,Yes,43,Fortnightly
763,764,61,Male,Clothing,50,M,Brown,Spring,2.9,Yes,Debit Card,Yes,Yes,6,Monthly
764,765,55,Male,Clothing,39,XL,Silver,Fall,4.2,Yes,Bank Transfer,Yes,Yes,6,Quarterly
765,766,54,Male,Footwear,99,M,Pink,Summer,3.0,Yes,Bank Transfer,Yes,Yes,13,Quarterly
766,767,57,Male,Accessories,48,M,Cyan,Winter,3.6,Yes,PayPal,Yes,Yes,13,Monthly
767,768,27,Male,Outerwear,77,M,Brown,Fall,2.5,Yes,Cash,Yes,Yes,11,Annually
768,769,64,Male,Accessories,95,XL,Red,Spring,2.6,Yes,PayPal,Yes,Yes,45,Weekly
769,770,52,Male,Clothing,100,M,Silver,Spring,4.3,Yes,Credit Card,Yes,Yes,8,Monthly
770,771,19,Male,Footwear,54,M,Gray,Spring,3.3,Yes,Venmo,Yes,Yes,8,Annually
771,772,22,Male,Clothing,68,L,Cyan,Fall,2.6,Yes,Credit Card,Yes,Yes,34,Fortnightly
772,773,18,Male,Clothing,22,L,Teal,Fall,3.6,Yes,Cash,Yes,Yes,40,Bi-Weekly
773,774,29,Male,Accessories,84,L,Indigo,Winter,2.6,Yes,Venmo,Yes,Yes,14,Bi-Weekly
774,775,42,Male,Accessories,46,M,Yellow,Summer,3.5,Yes,Credit Card,Yes,Yes,11,Quarterly
775,776,49,Male,Accessories,53,S,Gold,Winter,3.0,Yes,PayPal,Yes,Yes,8,Monthly
776,777,49,Male,Clothing,60,M,Maroon,Spring,5.0,Yes,PayPal,Yes,Yes,8,Every 3 Months
777,778,55,Male,Clothing,32,XL,Silver,Spring,2.5,Yes,Credit Card,Yes,Yes,37,Weekly
778,779,29,Male,Clothing,50,M,Yellow,Summer,2.9,Yes,Cash,Yes,Yes,23,Annually
779,780,60,Male,Clothing,94,M,Blue,Spring,4.6,Yes,Credit Card,Yes,Yes,38,Annually
780,781,34,Male,Footwear,26,M,Turquoise,Spring,3.6,Yes,Venmo,Yes,Yes,38,Quarterly
781,782,30,Male,Accessories,44,L,Indigo,Winter,3.0,Yes,PayPal,Yes,Yes,12,Fortnightly
782,783,28,Male,Clothing,57,M,Green,Summer,4.5,Yes,PayPal,Yes,Yes,15,Weekly
783,784,63,Male,Clothing,65,L,Purple,Winter,4.5,Yes,Debit Card,Yes,Yes,38,Fortnightly
784,785,31,Male,Clothing,72,M,Peach,Winter,3.2,Yes,Debit Card,Yes,Yes,41,Every 3 Months
785,786,46,Male,Clothing,62,S,Purple,Spring,4.0,Yes,Bank Transfer,Yes,Yes,37,Fortnightly
786,787,70,Male,Accessories,21,S,Teal,Winter,4.8,Yes,Credit Card,Yes,Yes,16,Every 3 Months
787,788,53,Male,Accessories,85,S,Green,Spring,3.7,Yes,Bank Transfer,Yes,Yes,25,Weekly
788,789,50,Male,Clothing,51,XL,Yellow,Summer,3.8,Yes,Venmo,Yes,Yes,18,Quarterly
789,790,33,Male,Accessories,84,S,Purple,Fall,2.7,Yes,Venmo,Yes,Yes,4,Bi-Weekly
790,791,22,Male,Clothing,37,M,Indigo,Summer,4.9,Yes,Venmo,Yes,Yes,12,Quarterly
791,792,50,Male,Accessories,44,S,Magenta,Summer,3.1,Yes,Credit Card,Yes,Yes,35,Fortnightly
792,793,34,Male,Footwear,45,M,Violet,Spring,4.2,Yes,Venmo,Yes,Yes,45,Weekly
793,794,24,Male,Clothing,35,L,Maroon,Summer,3.8,Yes,Cash,Yes,Yes,16,Monthly
794,795,69,Male,Accessories,50,XL,Yellow,Winter,4.2,Yes,Bank Transfer,Yes,Yes,10,Fortnightly
795,796,39,Male,Footwear,26,M,Beige,Summer,4.6,Yes,Cash,Yes,Yes,34,Annually
796,797,42,Male,Clothing,78,XL,Black,Fall,4.0,Yes,Debit Card,Yes,Yes,43,Annually
797,798,42,Male,Outerwear,82,M,Violet,Fall,4.0,Yes,Cash,Yes,Yes,38,Weekly
798,799,29,Male,Clothing,39,M,Violet,Spring,3.8,Yes,Cash,Yes,Yes,48,Every 3 Months
799,800,55,Male,Accessories,55,L,Brown,Summer,3.3,Yes,Venmo,Yes,Yes,31,Annually
800,801,32,Male,Clothing,20,S,Gold,Summer,2.6,Yes,Credit Card,Yes,Yes,20,Every 3 Months
801,802,25,Male,Accessories,29,L,Blue,Fall,4.9,Yes,Credit Card,Yes,Yes,12,Fortnightly
802,803,38,Male,Clothing,41,M,Teal,Winter,3.5,Yes,Venmo,Yes,Yes,2,Weekly
803,804,32,Male,Clothing,38,L,Silver,Winter,2.8,Yes,Credit Card,Yes,Yes,30,Every 3 Months
804,805,43,Male,Footwear,47,M,Maroon,Summer,2.6,Yes,Cash,Yes,Yes,28,Quarterly
805,806,41,Male,Clothing,30,L,White,Summer,3.7,Yes,Venmo,Yes,Yes,40,Monthly
806,807,56,Male,Clothing,56,L,Charcoal,Summer,2.7,Yes,Credit Card,Yes,Yes,46,Quarterly
807,808,27,Male,Clothing,89,S,Brown,Winter,3.3,Yes,Bank Transfer,Yes,Yes,15,Weekly
808,809,46,Male,Footwear,96,L,Lavender,Fall,4.6,Yes,PayPal,Yes,Yes,38,Every 3 Months
809,810,48,Male,Footwear,81,M,Violet,Fall,4.9,Yes,PayPal,Yes,Yes,30,Bi-Weekly
810,811,52,Male,Accessories,83,S,Lavender,Fall,4.9,Yes,Debit Card,Yes,Yes,32,Bi-Weekly
811,812,18,Male,Footwear,35,M,Green,Winter,2.7,Yes,Debit Card,Yes,Yes,36,Quarterly
812,813,64,Male,Footwear,56,M,Olive,Summer,3.2,Yes,PayPal,Yes,Yes,32,Weekly
813,814,54,Male,Accessories,45,S,Olive,Summer,2.9,Yes,Credit Card,Yes,Yes,14,Annually
814,815,31,Male,Clothing,62,M,Pink,Winter,3.8,Yes,Cash,Yes,Yes,8,Monthly
815,816,30,Male,Accessories,84,L,Teal,Spring,3.0,Yes,Cash,Yes,Yes,27,Bi-Weekly
816,817,26,Male,Clothing,24,L,Cyan,Summer,3.9,Yes,Credit Card,Yes,Yes,24,Monthly
817,818,25,Male,Accessories,21,S,Gray,Spring,4.7,Yes,Credit Card,Yes,Yes,30,Fortnightly
818,819,59,Male,Clothing,91,M,Peach,Winter,4.9,Yes,Cash,Yes,Yes,34,Monthly
819,820,55,Male,Accessories,36,S,Teal,Winter,4.8,Yes,Bank Transfer,Yes,Yes,28,Quarterly
820,821,56,Male,Footwear,39,M,Turquoise,Spring,2.5,Yes,Cash,Yes,Yes,27,Monthly
821,822,62,Male,Clothing,39,M,Green,Spring,3.9,Yes,Cash,Yes,Yes,31,Bi-Weekly
822,823,35,Male,Clothing,59,L,Magenta,Winter,3.4,Yes,Cash,Yes,Yes,23,Annually
823,824,51,Male,Accessories,27,M,Green,Winter,2.5,Yes,PayPal,Yes,Yes,11,Quarterly
824,825,61,Male,Clothing,94,M,White,Spring,3.0,Yes,Venmo,Yes,Yes,48,Quarterly
825,826,27,Male,Accessories,94,XL,Brown,Fall,3.6,Yes,Venmo,Yes,Yes,17,Monthly
826,827,54,Male,Clothing,94,M,Purple,Winter,3.6,Yes,Credit Card,Yes,Yes,36,Weekly
827,828,31,Male,Footwear,51,S,Green,Fall,4.1,Yes,Credit Card,Yes,Yes,33,Fortnightly
828,829,24,Male,Clothing,62,M,Peach,Fall,3.7,Yes,Bank Transfer,Yes,Yes,27,Bi-Weekly
829,830,42,Male,Clothing,57,S,Silver,Spring,3.1,Yes,Debit Card,Yes,Yes,14,Fortnightly
830,831,41,Male,Clothing,76,M,Maroon,Fall,4.2,Yes,Cash,Yes,Yes,5,Annually
831,832,66,Male,Accessories,63,M,Red,Summer,4.3,Yes,Debit Card,Yes,Yes,47,Every 3 Months
832,833,58,Male,Outerwear,80,L,Blue,Fall,2.5,Yes,Credit Card,Yes,Yes,28,Bi-Weekly
833,834,43,Male,Accessories,68,M,Purple,Fall,3.5,Yes,Debit Card,Yes,Yes,11,Annually
834,835,52,Male,Accessories,89,M,Indigo,Summer,3.1,Yes,Debit Card,Yes,Yes,18,Weekly
835,836,35,Male,Footwear,26,L,Indigo,Summer,2.5,Yes,Debit Card,Yes,Yes,21,Weekly
836,837,23,Male,Accessories,90,L,Violet,Winter,3.9,Yes,PayPal,Yes,Yes,22,Bi-Weekly
837,838,25,Male,Clothing,28,L,Brown,Spring,4.9,Yes,Credit Card,Yes,Yes,33,Every 3 Months
838,839,33,Male,Outerwear,29,M,Gray,Spring,4.3,Yes,Bank Transfer,Yes,Yes,49,Annually
839,840,48,Male,Clothing,31,L,Teal,Spring,2.6,Yes,Cash,Yes,Yes,10,Every 3 Months
840,841,42,Male,Clothing,24,L,Teal,Summer,4.2,Yes,Bank Transfer,Yes,Yes,18,Weekly
841,842,55,Male,Clothing,88,M,Beige,Summer,2.6,Yes,Venmo,Yes,Yes,28,Fortnightly
842,843,59,Male,Clothing,87,M,Violet,Spring,3.6,Yes,Venmo,Yes,Yes,25,Weekly
843,844,65,Male,Clothing,80,S,Beige,Summer,3.2,Yes,Cash,Yes,Yes,6,Weekly
844,845,59,Male,Footwear,48,L,Purple,Winter,4.4,Yes,PayPal,Yes,Yes,44,Bi-Weekly
845,846,31,Male,Accessories,21,XL,Charcoal,Winter,3.7,Yes,PayPal,Yes,Yes,30,Monthly
846,847,49,Male,Footwear,72,M,Pink,Spring,3.7,Yes,Bank Transfer,Yes,Yes,42,Quarterly
847,848,53,Male,Clothing,44,L,Blue,Fall,4.1,Yes,Bank Transfer,Yes,Yes,30,Monthly
848,849,48,Male,Footwear,73,M,Lavender,Fall,3.6,Yes,PayPal,Yes,Yes,33,Bi-Weekly
849,850,23,Male,Clothing,61,S,Charcoal,Spring,4.3,Yes,Debit Card,Yes,Yes,24,Quarterly
850,851,68,Male,Footwear,20,L,Turquoise,Winter,2.6,Yes,Bank Transfer,Yes,Yes,13,Monthly
851,852,35,Male,Footwear,86,M,Red,Summer,2.9,Yes,Credit Card,Yes,Yes,19,Monthly
852,853,34,Male,Clothing,60,L,Yellow,Spring,4.2,Yes,Venmo,Yes,Yes,23,Every 3 Months
853,854,62,Male,Accessories,43,L,Orange,Winter,4.0,Yes,PayPal,Yes,Yes,35,Monthly
854,855,21,Male,Clothing,44,L,Blue,Spring,4.3,Yes,Bank Transfer,Yes,Yes,22,Monthly
855,856,70,Male,Clothing,76,L,Gold,Spring,3.0,Yes,Cash,Yes,Yes,14,Quarterly
856,857,55,Male,Clothing,33,M,Gold,Summer,3.5,Yes,Debit Card,Yes,Yes,47,Fortnightly
857,858,43,Male,Clothing,60,L,Cyan,Fall,3.0,Yes,Cash,Yes,Yes,50,Every 3 Months
858,859,19,Male,Outerwear,26,L,Olive,Fall,3.1,Yes,PayPal,Yes,Yes,33,Weekly
859,860,47,Male,Clothing,73,M,Teal,Winter,4.0,Yes,Credit Card,Yes,Yes,7,Monthly
860,861,26,Male,Footwear,87,M,Maroon,Spring,4.1,Yes,Debit Card,Yes,Yes,3,Monthly
861,862,46,Male,Clothing,100,XL,Green,Spring,3.3,Yes,PayPal,Yes,Yes,35,Every 3 Months
862,863,19,Male,Outerwear,84,M,Charcoal,Winter,4.9,Yes,PayPal,Yes,Yes,13,Fortnightly
863,864,49,Male,Footwear,41,M,Cyan,Summer,3.9,Yes,PayPal,Yes,Yes,42,Fortnightly
864,865,51,Male,Clothing,59,S,Charcoal,Winter,3.9,Yes,PayPal,Yes,Yes,5,Annually
865,866,64,Male,Clothing,26,L,Charcoal,Winter,4.8,Yes,Bank Transfer,Yes,Yes,23,Annually
866,867,67,Male,Accessories,69,M,Lavender,Summer,2.7,Yes,Credit Card,Yes,Yes,11,Bi-Weekly
867,868,37,Male,Outerwear,20,M,Turquoise,Spring,3.1,Yes,Debit Card,Yes,Yes,23,Fortnightly
868,869,40,Male,Clothing,83,M,Green,Summer,3.2,Yes,Credit Card,Yes,Yes,2,Every 3 Months
869,870,38,Male,Accessories,54,M,Silver,Spring,2.7,Yes,PayPal,Yes,Yes,33,Weekly
870,871,66,Male,Clothing,66,M,Blue,Fall,2.5,Yes,Cash,Yes,Yes,6,Bi-Weekly
871,872,47,Male,Accessories,42,M,Charcoal,Spring,2.6,Yes,Bank Transfer,Yes,Yes,45,Quarterly
872,873,56,Male,Clothing,33,M,Pink,Spring,2.9,Yes,Cash,Yes,Yes,25,Quarterly
873,874,51,Male,Footwear,77,M,Pink,Summer,4.2,Yes,PayPal,Yes,Yes,24,Quarterly
874,875,25,Male,Outerwear,65,M,Magenta,Fall,4.4,Yes,PayPal,Yes,Yes,10,Every 3 Months
875,876,37,Male,Footwear,39,L,Gray,Summer,4.1,Yes,Venmo,Yes,Yes,7,Every 3 Months
876,877,41,Male,Accessories,51,L,Gray,Summer,3.8,Yes,Venmo,Yes,Yes,1,Weekly
877,878,64,Male,Accessories,65,M,Orange,Winter,4.9,Yes,Venmo,Yes,Yes,45,Every 3 Months
878,879,23,Male,Accessories,89,S,Black,Summer,4.9,Yes,Cash,Yes,Yes,37,Weekly
879,880,62,Male,Clothing,76,S,Lavender,Spring,4.1,Yes,Credit Card,Yes,Yes,14,Quarterly
880,881,39,Male,Accessories,75,L,Red,Spring,3.1,Yes,Venmo,Yes,Yes,25,Monthly
881,882,52,Male,Footwear,61,M,Silver,Summer,2.7,Yes,Credit Card,Yes,Yes,18,Annually
882,883,50,Male,Footwear,35,M,Cyan,Fall,3.8,Yes,Cash,Yes,Yes,37,Every 3 Months
883,884,28,Male,Footwear,37,S,Gold,Fall,4.3,Yes,Venmo,Yes,Yes,30,Monthly
884,885,67,Male,Clothing,91,L,Yellow,Winter,4.1,Yes,Venmo,Yes,Yes,34,Weekly
885,886,41,Male,Clothing,99,L,Purple,Fall,4.4,Yes,Credit Card,Yes,Yes,49,Every 3 Months
886,887,19,Male,Clothing,54,S,Brown,Summer,3.6,Yes,PayPal,Yes,Yes,48,Monthly
887,888,70,Male,Accessories,47,L,Turquoise,Winter,3.3,Yes,Credit Card,Yes,Yes,33,Fortnightly
888,889,49,Male,Accessories,77,S,Gold,Spring,3.6,Yes,Venmo,Yes,Yes,44,Annually
889,890,59,Male,Accessories,84,S,Olive,Fall,2.8,Yes,Venmo,Yes,Yes,50,Weekly
890,891,52,Male,Accessories,51,S,Purple,Spring,4.3,Yes,Credit Card,Yes,Yes,47,Monthly
891,892,20,Male,Clothing,26,S,Lavender,Summer,3.9,Yes,Venmo,Yes,Yes,24,Every 3 Months
892,893,31,Male,Clothing,64,L,Gray,Summer,2.7,Yes,Venmo,Yes,Yes,43,Monthly
893,894,33,Male,Accessories,51,M,Red,Spring,4.7,Yes,Debit Card,Yes,Yes,14,Monthly
894,895,44,Male,Clothing,60,L,Purple,Spring,3.8,Yes,Venmo,Yes,Yes,3,Quarterly
895,896,40,Male,Accessories,69,XL,Olive,Spring,4.7,Yes,Debit Card,Yes,Yes,33,Quarterly
896,897,69,Male,Accessories,29,M,Lavender,Spring,4.7,Yes,Credit Card,Yes,Yes,38,Fortnightly
897,898,29,Male,Clothing,91,M,Gray,Spring,3.4,Yes,PayPal,Yes,Yes,46,Weekly
898,899,54,Male,Accessories,70,L,Red,Spring,3.5,Yes,Credit Card,Yes,Yes,19,Every 3 Months
899,900,65,Male,Clothing,58,M,Peach,Summer,4.0,Yes,Debit Card,Yes,Yes,20,Annually
900,901,54,Male,Accessories,98,L,Gray,Fall,3.3,Yes,Cash,Yes,Yes,42,Quarterly
901,902,60,Male,Accessories,68,L,Violet,Summer,4.7,Yes,Debit Card,Yes,Yes,34,Monthly
902,903,43,Male,Accessories,44,M,Beige,Summer,2.8,Yes,Debit Card,Yes,Yes,5,Monthly
903,904,44,Male,Outerwear,45,M,Blue,Winter,3.3,Yes,Bank Transfer,Yes,Yes,3,Quarterly
904,905,69,Male,Clothing,99,L,Magenta,Spring,2.9,Yes,Credit Card,Yes,Yes,46,Every 3 Months
905,906,46,Male,Clothing,68,S,Cyan,Spring,2.8,Yes,Credit Card,Yes,Yes,16,Annually
906,907,41,Male,Clothing,56,M,Red,Spring,4.2,Yes,Debit Card,Yes,Yes,21,Bi-Weekly
907,908,32,Male,Clothing,43,L,Cyan,Winter,4.4,Yes,PayPal,Yes,Yes,34,Bi-Weekly
908,909,26,Male,Accessories,99,M,Turquoise,Winter,3.6,Yes,Cash,Yes,Yes,9,Every 3 Months
909,910,61,Male,Accessories,56,L,Silver,Fall,2.7,Yes,Debit Card,Yes,Yes,36,Weekly
910,911,49,Male,Clothing,25,S,Pink,Spring,3.4,Yes,Bank Transfer,Yes,Yes,22,Monthly
911,912,53,Male,Clothing,74,M,Black,Winter,2.8,Yes,Cash,Yes,Yes,2,Quarterly
912,913,24,Male,Clothing,56,M,Green,Winter,3.4,Yes,Bank Transfer,Yes,Yes,32,Monthly
913,914,37,Male,Footwear,47,M,Yellow,Fall,2.6,Yes,Bank Transfer,Yes,Yes,29,Every 3 Months
914,915,43,Male,Clothing,67,L,Purple,Summer,4.1,Yes,PayPal,Yes,Yes,27,Every 3 Months
915,916,31,Male,Clothing,22,L,Purple,Winter,2.9,Yes,Debit Card,Yes,Yes,33,Fortnightly
916,917,49,Male,Clothing,34,S,Blue,Spring,2.7,Yes,Cash,Yes,Yes,16,Monthly
917,918,69,Male,Clothing,64,M,Maroon,Spring,3.7,Yes,Debit Card,Yes,Yes,11,Quarterly
918,919,65,Male,Clothing,42,M,Orange,Spring,4.3,Yes,Cash,Yes,Yes,11,Fortnightly
919,920,41,Male,Clothing,82,L,Green,Winter,2.6,Yes,PayPal,Yes,Yes,17,Bi-Weekly
920,921,37,Male,Accessories,81,XL,Gold,Summer,4.3,Yes,Credit Card,Yes,Yes,37,Weekly
921,922,70,Male,Outerwear,24,L,Silver,Summer,4.1,Yes,Venmo,Yes,Yes,18,Weekly
922,923,63,Male,Footwear,60,M,Cyan,Fall,4.2,Yes,Venmo,Yes,Yes,13,Monthly
923,924,55,Male,Clothing,24,M,Silver,Spring,4.2,Yes,PayPal,Yes,Yes,7,Weekly
924,925,52,Male,Clothing,78,XL,Beige,Winter,3.1,Yes,Credit Card,Yes,Yes,37,Quarterly
925,926,22,Male,Clothing,88,L,Teal,Winter,4.9,Yes,Credit Card,Yes,Yes,8,Monthly
926,927,54,Male,Clothing,63,XL,Green,Spring,4.4,Yes,PayPal,Yes,Yes,11,Bi-Weekly
927,928,28,Male,Footwear,78,L,Black,Summer,4.4,Yes,Bank Transfer,Yes,Yes,8,Bi-Weekly
928,929,67,Male,Clothing,37,XL,Yellow,Winter,3.4,Yes,Bank Transfer,Yes,Yes,31,Every 3 Months
929,930,59,Male,Footwear,94,M,White,Fall,4.5,Yes,Venmo,Yes,Yes,26,Fortnightly
930,931,26,Male,Clothing,78,L,Green,Fall,4.5,Yes,Credit Card,Yes,Yes,20,Bi-Weekly
931,932,24,Male,Outerwear,36,M,Silver,Winter,4.1,Yes,Cash,Yes,Yes,24,Fortnightly
932,933,62,Male,Clothing,24,L,Blue,Winter,3.2,Yes,Venmo,Yes,Yes,45,Bi-Weekly
933,934,70,Male,Footwear,84,M,Magenta,Spring,2.7,Yes,Debit Card,Yes,Yes,33,Monthly
934,935,45,Male,Clothing,47,S,Yellow,Spring,3.7,Yes,Bank Transfer,Yes,Yes,21,Monthly
935,936,58,Male,Clothing,51,L,White,Fall,2.6,Yes,Credit Card,Yes,Yes,2,Fortnightly
936,937,31,Male,Footwear,84,M,Pink,Summer,2.7,Yes,Debit Card,Yes,Yes,28,Weekly
937,938,32,Male,Clothing,24,M,Magenta,Summer,2.7,Yes,Debit Card,Yes,Yes,18,Quarterly
938,939,36,Male,Clothing,97,S,Teal,Fall,4.8,Yes,Bank Transfer,Yes,Yes,21,Fortnightly
939,940,25,Male,Clothing,89,L,Indigo,Winter,4.8,Yes,Venmo,Yes,Yes,24,Monthly
940,941,48,Male,Accessories,44,S,Maroon,Spring,2.6,Yes,PayPal,Yes,Yes,15,Every 3 Months
941,942,39,Male,Accessories,35,L,Black,Winter,4.5,Yes,Bank Transfer,Yes,Yes,38,Every 3 Months
942,943,26,Male,Clothing,91,M,Cyan,Winter,3.2,Yes,Cash,Yes,Yes,38,Bi-Weekly
943,944,32,Male,Accessories,63,L,Cyan,Winter,3.8,Yes,PayPal,Yes,Yes,13,Fortnightly
944,945,54,Male,Accessories,97,S,Gray,Spring,4.8,Yes,Debit Card,Yes,Yes,39,Bi-Weekly
945,946,38,Male,Footwear,38,M,Violet,Summer,4.1,Yes,Debit Card,Yes,Yes,8,Every 3 Months
946,947,46,Male,Outerwear,24,XL,Blue,Spring,2.8,Yes,PayPal,Yes,Yes,4,Quarterly
947,948,57,Male,Clothing,32,M,Charcoal,Winter,3.9,Yes,Cash,Yes,Yes,6,Every 3 Months
948,949,49,Male,Accessories,90,L,Olive,Summer,4.9,Yes,Venmo,Yes,Yes,11,Every 3 Months
949,950,33,Male,Clothing,36,M,Olive,Summer,3.4,Yes,Cash,Yes,Yes,49,Monthly
950,951,54,Male,Accessories,37,XL,Turquoise,Winter,4.1,Yes,Cash,Yes,Yes,30,Quarterly
951,952,47,Male,Clothing,51,M,Cyan,Summer,2.9,Yes,Venmo,Yes,Yes,34,Monthly
952,953,36,Male,Accessories,71,S,Red,Fall,3.1,Yes,Bank Transfer,Yes,Yes,28,Monthly
953,954,68,Male,Accessories,50,S,Cyan,Spring,3.6,Yes,Credit Card,Yes,Yes,36,Quarterly
954,955,60,Male,Accessories,74,S,Turquoise,Fall,3.5,Yes,Venmo,Yes,Yes,18,Every 3 Months
955,956,55,Male,Clothing,75,L,Lavender,Summer,3.4,Yes,Venmo,Yes,Yes,4,Monthly
956,957,29,Male,Clothing,99,XL,Cyan,Spring,2.9,Yes,Venmo,Yes,Yes,42,Quarterly
957,958,38,Male,Accessories,23,XL,Violet,Spring,4.7,Yes,Bank Transfer,Yes,Yes,11,Quarterly
958,959,70,Male,Footwear,53,XL,Beige,Winter,4.4,Yes,Cash,Yes,Yes,31,Bi-Weekly
959,960,36,Male,Clothing,99,M,Cyan,Spring,2.6,Yes,Cash,Yes,Yes,12,Fortnightly
960,961,18,Male,Accessories,48,XL,Indigo,Spring,4.4,Yes,Debit Card,Yes,Yes,20,Quarterly
961,962,62,Male,Footwear,72,L,Olive,Fall,3.7,Yes,Venmo,Yes,Yes,37,Quarterly
962,963,29,Male,Accessories,64,L,Green,Spring,4.4,Yes,Cash,Yes,Yes,26,Fortnightly
963,964,21,Male,Footwear,63,L,Green,Spring,2.5,Yes,Cash,Yes,Yes,14,Weekly
964,965,42,Male,Footwear,51,M,Beige,Spring,2.6,Yes,Bank Transfer,Yes,Yes,12,Bi-Weekly
965,966,43,Male,Footwear,55,L,Black,Spring,5.0,Yes,Debit Card,Yes,Yes,10,Annually
966,967,58,Male,Clothing,55,M,Brown,Spring,4.9,Yes,Cash,Yes,Yes,19,Annually
967,968,27,Male,Clothing,26,S,Silver,Summer,3.7,Yes,Debit Card,Yes,Yes,4,Weekly
968,969,57,Male,Clothing,67,L,Gray,Summer,3.1,Yes,Debit Card,Yes,Yes,48,Quarterly
969,970,40,Male,Outerwear,31,S,Pink,Fall,3.2,Yes,Debit Card,Yes,Yes,37,Monthly
970,971,45,Male,Clothing,66,S,Maroon,Winter,4.4,Yes,PayPal,Yes,Yes,4,Monthly
